host,interface,admin_status,oper_status,description,mac address,vlan,source_file,source_timestamp
SLON11AC02,Te2/0/48,up,up,WAP Port,fa64.a819.dad0,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te4/0/47,up,up,End User Port,ac91.a1c8.9eb8,1112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Tw1/0/31,up,up,End User Port,b445.06bf.0ed7,1112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Tw4/0/23,up,up,End User Port,c047.0e90.f318,1112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Vl1227,up,up,GUEST,3c13.cc27.0551,1227,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/47,up,up,WAP Port,44a3.bb00.0384,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,4851.c550.f884,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,5cb4.7e03.1015,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/47,up,up,WAP Port,70a8.d30f.be0a,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,9c67.d613.950c,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,f020.ff56.dc31,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,f020.ff5c.48f6,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,12ca.272b.1352,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,1683.3605.086a,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/45,up,up,WAP Port,2e72.5bbd.edad,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,4ea9.413c.4ae7,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/46,up,up,WAP Port,528f.fd8f.cf38,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,6a23.4b17.0f08,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/47,up,up,WAP Port,6a85.ece6.4823,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,8216.c6e4.8836,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/47,up,up,WAP Port,82d0.2b14.d886,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/45,up,up,WAP Port,867f.0a5a.3c74,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te7/0/46,up,up,WAP Port,a8f7.d99c.bad2,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/46,up,up,WAP Port,b2f6.8d89.cfea,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/44,up,up,WAP Port,c601.e3da.00a8,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/47,up,up,WAP Port,c6ee.f119.ce43,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC01,Te6/0/47,up,up,WAP Port,ceaf.8030.cb19,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/47,up,up,WAP Port,105f.ad32.ba68,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/44,up,up,WAP Port,28a0.6b9d.9fd1,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/45,up,up,WAP Port,44a3.bbff.ca21,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/47,up,up,WAP Port,4851.c502.7047,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/43,up,up,WAP Port,7cf3.4ddb.9461,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/45,up,up,WAP Port,bc03.585f.7968,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/44,up,up,WAP Port,f8fe.5e25.b732,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw3/0/31,up,up,End User Port,00be.4356.8b02,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te2/0/40,up,up,End User Port,0892.0477.aace,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te3/0/48,up,up,End User Port,0892.0477.aeae,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw4/0/20,up,up,End User Port,2800.af05.6abf,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te4/0/48,up,up,End User Port,2800.af18.eb8d,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw4/0/8,up,up,End User Port,2800.af24.5e46,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw1/0/36,up,up,End User Port,2800.af24.6011,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw2/0/32,up,up,End User Port,2800.af2c.9fb3,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te3/0/40,up,up,End User Port,3814.28d9.2802,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw1/0/26,up,up,End User Port,3814.28d9.283f,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te3/0/44,up,up,End User Port,a029.198b.80bc,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw4/0/26,up,up,End User Port,a029.198f.defa,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw4/0/24,up,up,End User Port,a029.198f.df27,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te1/0/47,up,up,End User Port,a029.198f.df29,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/45,up,up,WAP Port,a8f7.d981.b8aa,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw2/0/13,up,up,End User Port,ac91.a1c8.9eb6,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te4/0/44,up,up,End User Port,ac91.a1dd.68b8,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw2/0/5,up,up,End User Port,ac91.a1e4.8d02,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te2/0/37,,,,c047.0e71.7acd,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw4/0/36,up,up,End User Port,c047.0e71.e194,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw2/0/28,up,up,End User Port,c047.0e72.8513,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te1/0/41,up,up,End User Port,c047.0e90.f331,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw3/0/25,up,up,End User Port,c047.0e90.f332,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw1/0/30,up,up,End User Port,c047.0e92.cb9f,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw2/0/35,up,up,End User Port,c047.0e92.ccc1,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw3/0/1,up,up,End User Port,c047.0e92.ce97,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw1/0/32,up,up,End User Port,c047.0e92.cefd,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Tw2/0/22,up,up,End User Port,c047.0e96.4236,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te2/0/41,up,up,End User Port,f4ee.08c0.43d3,2112,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/47,up,up,WAP Port,088b.c860.59e2,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/43,up,up,WAP Port,2e62.eb83.c7ee,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/45,up,up,WAP Port,6e0b.16fa.d90c,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON12AC02,Te6/0/45,up,up,WAP Port,ee5d.abec.931a,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi1/0/5,up,up,End User Port,00be.4348.217a,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi2/0/3,up,up,End User Port,3814.28ec.aae9,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi8/0/14,up,up,End User Port,4825.6731.e4af,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi1/0/4,up,up,End User Port,a029.198b.8451,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi4/0/8,up,up,End User Port,c047.0e92.cbd3,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi4/0/6,up,up,End User Port,c047.0e92.cc3c,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi8/0/2,up,up,End User Port,c047.0e92.dff6,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Gi4/0/15,up,up,TSA-build port,c84b.d6e3.0cb5,1114,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te1/0/42,up,up,WAP Port,44a3.bb3f.dfbd,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te1/0/42,up,up,WAP Port,9c67.d615.c14c,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te1/0/42,up,up,WAP Port,f8fe.5e25.b723,1590,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te8/0/48,up,up,WAP Port,267b.722a.4625,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te1/0/41,up,up,WAP Port,3aa4.fcf4.4992,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te1/0/39,up,up,WAP Port,56eb.2af2.48c1,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te2/0/41,up,up,WAP Port,7a8e.bcc7.8ae6,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
SLON14AC01,Te2/0/43,up,up,WAP Port,a8f7.d99c.a8d2,3290,interfaces_and_mac_20251013_140246_LON_diff_vs_baseline.csv,20251013_140246
