host,interface,admin_status,oper_status,description,mac address,vlan,source_file,source_timestamp
SLON12AC01,Te6/0/46,up,up,WAP Port,2a82.6797.2334,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te7/0/46,up,up,WAP Port,4ea9.413c.4ae7,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/44,up,up,WAP Port,525f.97ae.d9e1,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/44,up,up,WAP Port,8216.c6e4.8836,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/47,up,up,WAP Port,8634.13bd.69f8,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/46,up,up,WAP Port,a8f7.d999.b442,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/46,up,up,WAP Port,a8f7.d999.b452,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/44,up,up,WAP Port,a8f7.d99c.b812,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/44,up,up,WAP Port,a8f7.d99c.b814,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te7/0/46,up,up,WAP Port,a8f7.d99c.bac2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te7/0/46,up,up,WAP Port,a8f7.d99c.bad2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/47,up,up,WAP Port,a8f7.d99c.cc12,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/45,up,up,WAP Port,a8f7.d99c.cc52,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/47,up,up,WAP Port,aa0a.984b.d3c8,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/45,up,up,WAP Port,aa0f.96b3.abb7,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/45,up,up,WAP Port,aa4f.78d7.b736,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/44,up,up,WAP Port,c601.e3da.00a8,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/45,up,up,WAP Port,d250.c13c.54c2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC01,Te6/0/47,up,up,WAP Port,fefb.6b6d.74ee,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/41,up,up,WAP Port,603e.5f62.295b,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/41,up,up,WAP Port,708c.f2c0.bc77,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/46,up,up,WAP Port,b0dc.ef85.8964,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te3/0/48,up,up,End User Port,0892.0477.aeae,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw1/0/36,up,up,End User Port,2800.af24.6011,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw4/0/22,,,,3814.28d9.27dd,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te3/0/40,up,up,End User Port,3814.28d9.2802,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw1/0/26,up,up,End User Port,3814.28d9.283f,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te1/0/47,up,up,End User Port,a029.198f.df29,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw4/0/8,up,up,End User Port,ac91.a1dd.68b8,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw3/0/6,up,up,End User Port,c047.0e67.2ba7,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw2/0/25,up,up,End User Port,c047.0e71.76aa,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te4/0/42,up,up,End User Port,c047.0e71.7a38,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw4/0/36,up,up,End User Port,c047.0e71.e194,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw3/0/12,up,up,End User Port,c047.0e90.f331,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw3/0/25,up,up,End User Port,c047.0e90.f332,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Tw1/0/30,up,up,End User Port,c047.0e92.cb9f,2112,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/45,up,up,WAP Port,2e62.eb83.c7ee,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/45,up,up,WAP Port,3ec2.4bca.3cdb,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/44,up,up,WAP Port,528f.fd8f.cf38,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/45,up,up,WAP Port,5ad8.3e32.c3d9,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/42,up,up,WAP Port,767d.71cc.b2ee,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/45,up,up,WAP Port,a8f7.d999.8302,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/47,up,up,WAP Port,a8f7.d99c.cec2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/47,up,up,WAP Port,baff.606b.070a,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON12AC02,Te6/0/45,up,up,WAP Port,d26c.f280.cb84,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Gi1/0/5,up,up,End User Port,00be.4348.217a,1114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Gi8/0/14,up,up,End User Port,4825.6731.e4af,1114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Gi1/0/4,up,up,End User Port,a029.198b.8451,1114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Gi4/0/8,up,up,End User Port,c047.0e92.cccb,1114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Gi4/0/15,up,up,TSA-build port,c84b.d6e3.0cb5,1114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te2/0/41,up,up,WAP Port,5cb4.7e03.0e94,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te2/0/41,up,up,WAP Port,2a8c.9fe0.6032,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te8/0/48,up,up,WAP Port,3a48.f780.2e43,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te2/0/41,up,up,WAP Port,3ebc.2d5a.7de2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te2/0/41,up,up,WAP Port,56ef.4966.ea95,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te1/0/42,up,up,WAP Port,7a19.e4fd.d1d8,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te1/0/39,up,up,WAP Port,a8f7.d99c.ca42,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te1/0/39,up,up,WAP Port,a8f7.d99c.ca52,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te8/0/48,up,up,WAP Port,a8f7.d99c.dd52,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te8/0/48,up,up,WAP Port,a8f7.d99c.dd54,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te2/0/41,up,up,WAP Port,a8f7.d99c.dd92,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te1/0/43,up,up,WAP Port,aa1b.b4ad.633a,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te2/0/41,up,up,WAP Port,bead.829b.40c4,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te1/0/39,up,up,WAP Port,d239.7520.ea45,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC01,Te1/0/42,up,up,WAP Port,eaf5.c5f1.62c2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,44a3.bb32.d886,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/41,up,up,WAP Port,80a9.972a.b34f,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/41,up,up,WAP Port,842f.5764.5eb9,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/40,up,up,WAP Port,9c67.d614.ef51,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,b0dc.ef84.981f,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Gi2/0/1,up,up,End User Port,c047.0e71.7a7f,2114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Gi8/0/23,,,,c047.0e90.f396,2114,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,12dc.8c6c.11ed,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/43,up,up,WAP Port,2271.af51.115d,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,32a6.eca1.9bfd,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/41,up,up,WAP Port,8af7.28dc.6936,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,924a.a9dc.650e,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/43,up,up,WAP Port,9e7d.6d97.5fa0,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/43,up,up,WAP Port,a8f7.d99c.b742,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/43,up,up,WAP Port,a8f7.d99c.b752,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/41,up,up,WAP Port,a8f7.d99c.c092,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/40,up,up,WAP Port,a8f7.d99c.c4d2,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,b22f.129b.4bd8,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/40,up,up,WAP Port,be85.6b9c.0b35,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/41,up,up,WAP Port,c260.d6f2.b0a0,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te1/0/40,up,up,WAP Port,c423.602a.ffda,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/41,up,up,WAP Port,c66c.cdf6.4477,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON14AC02,Te2/0/41,up,up,WAP Port,ce26.a541.3f8e,3290,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te2/0/26,up,up,,00be.4356.929c,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Gi2/0/24,up,up,,00be.4356.9738,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te8/0/45,up,up,,0892.0477.acc4,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Gi8/0/7,up,up,,2800.af05.66bd,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te2/0/25,up,up,,2800.af05.698c,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te3/0/35,up,up,,2800.af05.6a7d,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Gi2/0/19,up,up,,2800.af2c.9ffe,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Gi1/0/21,up,up,,3814.28d9.26ba,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te8/0/44,up,up,,ac91.a1c5.f3da,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Gi2/0/16,up,up,,c025.a50c.2ccb,1115,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te1/0/43,up,up,WAP Port,4cb0.4a60.d484,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
SLON15AC01,Te1/0/43,up,up,WAP Port,5cb4.7e03.c361,1590,interfaces_and_mac_20251020_050242_LON_diff_vs_baseline.csv,20251020_050242
